x_tsne,y_tsne,label
-35.509193,-60.00435,0
-34.90024,-48.474564,4
16.073048,3.2682502,1
16.010963,3.2811038,1
49.798267,4.2148046,1
29.55376,-26.389471,4
-41.87831,76.238716,4
-69.38777,8.860083,4
15.9192,35.950462,4
-46.806797,-18.672783,4
-37.18961,-71.94409,3
15.988711,3.2867248,1
-48.46153,1.722271,4
45.49662,-74.86532,4
20.579561,43.21661,4
50.14153,-73.44613,4
-11.298407,-26.571068,4
15.592032,3.3532023,1
-24.503288,-71.08591,3
15.441073,3.3635416,1
-22.53503,-27.57041,4
-7.6934214,34.85671,4
-60.20584,-6.52213,4
15.375793,3.3660128,1
17.273285,-1.8927504,1
-43.545288,8.843583,4
-8.600735,-15.580284,4
-12.368099,-18.442982,4
-19.636555,52.754955,4
17.28876,-1.8798037,1
24.890066,37.13678,4
-66.65201,30.37536,4
-26.343403,8.3095045,4
2.580065,-33.362892,4
-28.138428,5.8957534,4
61.32918,9.341758,1
-14.702547,-0.43148595,4
23.018614,37.904263,4
-55.826794,-63.08835,3
-38.32137,-53.590897,3
-11.454586,12.921367,4
2.6457162,-19.35091,4
-64.176414,-34.273335,4
-75.759094,-7.3395076,4
-1.531214,32.287216,4
-4.4409137,-55.97709,4
17.061655,-2.0575619,1
-14.000872,62.670322,4
15.339588,-26.99913,4
-24.030043,-22.614239,4
53.62639,4.739154,1
-15.171192,-15.864351,4
-30.649755,-64.358795,0
30.222631,-77.96128,4
-18.188517,-53.83949,4
-54.33529,24.46683,4
-67.00678,-6.214633,4
-27.715393,1.8492169,4
-13.886829,58.907024,4
-4.323633,34.100937,4
19.67029,40.859207,4
40.934937,67.862335,4
-50.50865,43.9994,4
-19.415222,-28.938047,4
-50.821426,36.623108,4
68.0381,-2.7179422,1
16.965704,-2.1245177,1
-6.5378566,-60.546757,4
8.373968,-44.0761,4
16.65118,-2.308241,1
-31.108423,-71.253265,3
16.528206,-34.90356,4
-30.532885,13.00361,4
-29.962183,-27.726791,4
13.335228,-44.02785,4
67.07447,-9.404535,1
-16.028301,61.83718,4
-85.01793,14.800459,0
51.241016,0.13151637,1
16.71544,-2.276595,1
-73.12792,23.632036,4
-75.0255,7.747121,4
8.237463,-43.691643,4
-80.30523,1.0474454,4
15.239266,0.3562893,1
-9.612693,49.451084,4
6.43602,-34.218834,4
57.417816,-41.365795,4
15.239266,0.3562893,4
-66.18625,32.24123,4
50.00104,20.938446,1
28.195217,-30.777578,4
15.239266,0.3562893,1
-22.029764,-27.408972,4
0.73958224,-15.88647,4
-50.12309,16.591991,4
-59.060802,17.39433,4
-31.863207,-53.558098,4
16.667297,-44.834106,4
-4.096234,-43.44516,4
-17.743963,-13.699497,4
-58.42597,35.894512,4
-17.403593,-29.889477,4
15.239266,0.3562893,1
-10.29727,-50.817566,4
55.18747,-0.9684945,1
-22.101461,1.641484,4
-61.189857,25.921288,4
15.239266,0.3562893,3
12.988434,-26.152306,4
-5.66022,20.630943,4
51.540855,12.302677,1
-31.876278,31.306128,4
55.29551,14.518405,1
15.239266,0.3562893,1
-41.678772,-69.715744,3
18.644915,-28.913706,4
15.239266,0.3562893,1
-23.18106,-28.27798,4
-8.365909,12.602222,4
15.239266,0.3562893,1
-18.020546,56.20542,4
54.641624,15.54217,1
15.239266,0.3562893,1
-41.534893,41.389805,4
-20.519709,-53.157997,4
-57.352364,2.1091862,4
7.8141613,-39.698696,4
15.239266,0.3562893,1
-54.53946,-61.9426,3
59.587807,5.7668757,1
-3.3435442,51.025543,4
-43.819546,-50.049706,3
15.239266,0.3562893,1
71.91506,-11.657417,1
-24.20938,-70.616165,3
-12.695111,78.9255,4
24.87993,-32.777046,4
26.215996,45.26409,4
50.739155,49.48616,4
-59.488995,25.454748,4
-78.0412,-9.550249,4
24.110977,-32.76083,4
48.092407,15.758727,1
8.279741,-43.9675,4
81.26056,-5.936243,4
-65.15454,-15.124344,4
1.4825119,-54.534935,4
35.188004,-42.20563,4
